#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","REP Ballots Cast","DEM Ballots Cast","NON Ballots Cast","AI Ballots Cast","GRN Ballots Cast","LIB Ballots Cast","PF Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Provisional Votes","Provisional Overvotes","Provisional Undervotes","Provisional Invalid Votes","Vote by Mail Votes","Vote by Mail Overvotes","Vote by Mail Undervotes","Vote by Mail Invalid Votes"
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOE SESTAK",7,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","TOM STEYER",17,"",14,0,3,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","DEVAL PATRICK",6,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MICHAEL BENNET",3,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MICHAEL R. BLOOMBERG",16,"",59,0,3,0,53,0,3,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MOSIE BOYD",19,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","CORY BOOKER",1,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","PETE BUTTIGIEG",14,"",33,0,3,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOSEPH R. BIDEN",18,"",119,0,3,0,99,0,3,0,12,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","TULSI GABBARD",2,"",2,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MARK STEWART GREENSTEIN",15,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","Rejected write-ins",0,"",4,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",2,"DEM","Unassigned write-ins",0,"",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","DAVID ROLDE",3,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","HOWIE HAWKINS",2,"",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","DARIO HUNTER",4,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","DENNIS LAMBERT",1,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","SEDINAM MOYOWASIFZA-CURRY",5,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","Rejected write-ins",0,"",2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Candidate Preference Vote for a Candidate.",4,"GRN","Unassigned write-ins",0,"",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","KEN ARMSTRONG",7,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","MAX ABRAMSON",3,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","SAM ROBB",5,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","KIM RUFF",10,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","STEVEN A RICHEY",12,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","JACOB HORNBERGER",11,"",2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","SOURAYA FAAS",6,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","KEENAN WALLACE DUNHAM",1,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","ADAM KOKESH",2,"",1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","VERMIN SUPREME",9,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","JO JORGENSEN",13,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","DAN BEHRMAN",8,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","ERIK CHASE GERHARDT",4,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","Rejected write-ins",0,"",3,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES:",11,"LIB","Unassigned write-ins",0,"",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","HOWIE HAWKINS",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","GLORIA LA RIVA",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","Rejected write-ins",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for one",9,"PF","Unassigned write-ins",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ROBERT ARDINI",6,"",1,0,12,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","JOE WALSH",5,"",2,0,12,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","BILL WELD",4,"",7,0,12,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ROQUE ""ROCKY"" DE LA FUENTE",3,"",2,0,12,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","MATTHEW JOHN MATERN",7,"",1,0,12,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","ZOLTAN G. ISTVAN",2,"",2,0,12,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","DONALD J. TRUMP",1,"",269,0,12,0,250,0,12,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","Rejected write-ins",0,"",10,0,12,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",10,"REP","Unassigned write-ins",0,"",0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","GREGORY EDWARD CHEADLE",3,"",10,0,25,0,7,0,20,0,2,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","DOUG LAMALFA",1,"",339,0,25,0,320,0,20,0,14,0,3,0,3,0,0,0,2,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","JOSEPH LETOURNEAU IV",4,"",17,0,25,0,13,0,20,0,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","ROB LYDON",2,"",53,0,25,0,45,0,20,0,3,0,3,0,2,0,0,0,3,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","AUDREY DENNEY",5,"",609,0,25,0,538,0,20,0,56,0,3,0,10,0,0,0,5,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","Rejected write-ins",0,"",2,0,25,0,2,0,20,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"House of Representatives of the United States District 1",16,"NON","Unassigned write-ins",0,"",0,0,25,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"State Senate District 1",5,"NON","PAMELA DAWN SWARTZ",2,"",559,0,32,0,493,0,26,0,45,0,5,0,12,0,0,0,9,0,1,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"State Senate District 1",5,"NON","LINDA KELLEHER",1,"",82,0,32,0,69,0,26,0,10,0,5,0,2,0,0,0,1,0,1,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"State Senate District 1",5,"NON","BRIAN DAHLE",3,"",382,0,32,0,357,0,26,0,22,0,5,0,2,0,0,0,1,0,1,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"State Senate District 1",5,"NON","Rejected write-ins",0,"",0,0,32,0,0,0,26,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"State Senate District 1",5,"NON","Unassigned write-ins",0,"",0,0,32,0,0,0,26,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Assembly District 1",3,"NON","ELIZABETH L BETANCOURT",3,"",622,0,32,0,545,0,28,0,55,0,2,0,13,0,0,0,9,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Assembly District 1",3,"NON","PK ""PAUL"" DHANUKA",2,"",40,0,32,0,35,0,28,0,4,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Assembly District 1",3,"NON","MEGAN DAHLE",1,"",358,0,32,0,334,0,28,0,21,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Assembly District 1",3,"NON","Rejected write-ins",0,"",3,0,32,0,3,0,28,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Assembly District 1",3,"NON","Unassigned write-ins",0,"",0,0,32,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Proposition 13",7,"NON","YES",1,"",484,0,45,0,420,0,40,0,43,0,4,0,11,0,0,0,10,0,1,0,0,0,0,0
"CP01",492,Reporting         ,1699,306,622,78,37,4,8,0,62.10,"Proposition 13",7,"NON","NO",2,"",526,0,45,0,485,0,40,0,35,0,4,0,5,0,0,0,1,0,1,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","PHIL COLLINS",5,"",3,0,12,0,3,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","ROQUE ""ROCKY"" DE LA FUENTE",1,"",0,0,12,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","CHARLES KRAUT",2,"",0,0,12,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","J.R. MYERS",3,"",2,0,12,0,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","DON BLANKENSHIP",4,"",1,0,12,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","Rejected write-ins",0,"",15,0,12,0,13,0,11,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES: Presidential Preference, Vote for One",1,"AI","Unassigned write-ins",0,"",0,0,12,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JULIÁN CASTRO",5,"",1,0,7,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MICHAEL A. ELLINGER",13,"",1,0,7,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","ELIZABETH WARREN",12,"",87,0,7,0,76,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","MARIANNE WILLIAMSON",8,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","ANDREW YANG",20,"",3,0,7,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","ROQUE ""ROCKY"" DE LA FUENTE III",10,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOHN K. DELANEY",4,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","AMY KLOBUCHAR",9,"",30,0,7,0,30,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","BERNIE SANDERS",11,"",222,0,7,0,164,0,7,0,47,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","JOE SESTAK",7,"",0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CP02",491,Reporting         ,1661,291,626,93,33,3,12,3,63.88,"PRESIDENT OF THE UNITED STATES:",2,"DEM","TOM STEYER",17,"",20,0,7,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
