ELECTION_DATE,ELECTION_NAME,COUNTY_ID,COUNTY_NAME,CONTEST_ID,CONTEST_NAME,CANDIDATE_ID,CANDIDATE_NAME,INCUMBENT_FLAG,WRITE_IN_FLAG,PARTY_ID,PARTY_NAME,VOTE_TOTAL
03/03/2020,2020 Presidential Primary,1,Alameda,010001130000,President - Democratic CD-13,46,Joe Sestak,N,N,1,Democratic,28
03/03/2020,2020 Presidential Primary,1,Alameda,010001130000,President - Democratic CD-13,47,Tom Steyer,N,N,1,Democratic,1914
03/03/2020,2020 Presidential Primary,1,Alameda,010001130000,President - Democratic CD-13,50,Elizabeth Warren,N,N,1,Democratic,56754
03/03/2020,2020 Presidential Primary,1,Alameda,010001130000,President - Democratic CD-13,52,Marianne Williamson,N,N,1,Democratic,102
03/03/2020,2020 Presidential Primary,1,Alameda,010001130000,President - Democratic CD-13,53,Andrew Yang,N,N,1,Democratic,1276
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,7,Michael Bennet,N,N,1,Democratic,54
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,8,Joseph R. Biden,N,N,1,Democratic,32936
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,10,Michael R. Bloomberg,N,N,1,Democratic,15968
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,11,Cory Booker,N,N,1,Democratic,92
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,12,Mosie Boyd,N,N,1,Democratic,22
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,13,Pete Buttigieg,N,N,1,Democratic,4391
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,14,Julián Castro,N,N,1,Democratic,114
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,18,"Roque ""Rocky"" De La Fuente III",N,N,1,Democratic,56
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,19,John K. Delaney,N,N,1,Democratic,100
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,21,Michael A. Ellinger,N,N,1,Democratic,102
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,23,Tulsi Gabbard,N,N,1,Democratic,835
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,25,Mark Stewart Greenstein,N,N,1,Democratic,79
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,32,Amy Klobuchar,N,N,1,Democratic,2539
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,40,Deval Patrick,N,N,1,Democratic,27
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,45,Bernie Sanders,N,N,1,Democratic,39598
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,46,Joe Sestak,N,N,1,Democratic,54
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,47,Tom Steyer,N,N,1,Democratic,2078
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,50,Elizabeth Warren,N,N,1,Democratic,12922
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,52,Marianne Williamson,N,N,1,Democratic,72
03/03/2020,2020 Presidential Primary,1,Alameda,010001150000,President - Democratic CD-15,53,Andrew Yang,N,N,1,Democratic,1147
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,7,Michael Bennet,N,N,1,Democratic,18
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,8,Joseph R. Biden,N,N,1,Democratic,7672
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,10,Michael R. Bloomberg,N,N,1,Democratic,3993
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,11,Cory Booker,N,N,1,Democratic,18
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,12,Mosie Boyd,N,N,1,Democratic,3
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,13,Pete Buttigieg,N,N,1,Democratic,912
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,14,Julián Castro,N,N,1,Democratic,15
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,18,"Roque ""Rocky"" De La Fuente III",N,N,1,Democratic,20
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,19,John K. Delaney,N,N,1,Democratic,25
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,21,Michael A. Ellinger,N,N,1,Democratic,9
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,23,Tulsi Gabbard,N,N,1,Democratic,270
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,25,Mark Stewart Greenstein,N,N,1,Democratic,13
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,32,Amy Klobuchar,N,N,1,Democratic,547
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,40,Deval Patrick,N,N,1,Democratic,10
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,45,Bernie Sanders,N,N,1,Democratic,10071
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,46,Joe Sestak,N,N,1,Democratic,21
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,47,Tom Steyer,N,N,1,Democratic,500
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,50,Elizabeth Warren,N,N,1,Democratic,2802
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,52,Marianne Williamson,N,N,1,Democratic,17
03/03/2020,2020 Presidential Primary,1,Alameda,010001170000,President - Democratic CD-17,53,Andrew Yang,N,N,1,Democratic,538
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,4,Robert Ardini,N,N,3,Republican,328
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,17,"Roque ""Rocky"" De La Fuente",N,N,3,Republican,737
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,26,Zoltan G. Istvan,N,N,3,Republican,285
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,37,Matthew John Matern,N,N,3,Republican,429
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,48,Donald J. Trump,Y,N,3,Republican,37845
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,49,Joe Walsh,N,N,3,Republican,2140
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,51,Bill Weld,N,N,3,Republican,2416
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,59,Denis C. Grasska,N,Y,3,Republican,0
03/03/2020,2020 Presidential Primary,1,Alameda,010002000000,President Republican,64,Robert Lee Manning Jr.,N,Y,3,Republican,0
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,4,Robert Ardini,N,N,3,Republican,99
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,17,"Roque ""Rocky"" De La Fuente",N,N,3,Republican,272
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,26,Zoltan G. Istvan,N,N,3,Republican,85
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,37,Matthew John Matern,N,N,3,Republican,102
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,48,Donald J. Trump,Y,N,3,Republican,7986
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,49,Joe Walsh,N,N,3,Republican,503
03/03/2020,2020 Presidential Primary,1,Alameda,010002130000,President - Republican CD-13,51,Bill Weld,N,N,3,Republican,831
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,4,Robert Ardini,N,N,3,Republican,201
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,17,"Roque ""Rocky"" De La Fuente",N,N,3,Republican,365
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,26,Zoltan G. Istvan,N,N,3,Republican,171
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,37,Matthew John Matern,N,N,3,Republican,255
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,48,Donald J. Trump,Y,N,3,Republican,25111
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,49,Joe Walsh,N,N,3,Republican,1381
03/03/2020,2020 Presidential Primary,1,Alameda,010002150000,President - Republican CD-15,51,Bill Weld,N,N,3,Republican,1340
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,4,Robert Ardini,N,N,3,Republican,28
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,17,"Roque ""Rocky"" De La Fuente",N,N,3,Republican,100
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,26,Zoltan G. Istvan,N,N,3,Republican,29
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,37,Matthew John Matern,N,N,3,Republican,72
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,48,Donald J. Trump,Y,N,3,Republican,4748
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,49,Joe Walsh,N,N,3,Republican,256
03/03/2020,2020 Presidential Primary,1,Alameda,010002170000,President - Republican CD-17,51,Bill Weld,N,N,3,Republican,245
03/03/2020,2020 Presidential Primary,1,Alameda,010003000000,President American Independent,9,Don Blankenship,N,N,5,American Independent,388
03/03/2020,2020 Presidential Primary,1,Alameda,010003000000,President American Independent,15,Phil Collins,N,N,5,American Independent,641
03/03/2020,2020 Presidential Primary,1,Alameda,010003000000,President American Independent,16,"Roque ""Rocky"" De La Fuente",N,N,5,American Independent,365
03/03/2020,2020 Presidential Primary,1,Alameda,010003000000,President American Independent,34,Charles Kraut,N,N,5,American Independent,225
03/03/2020,2020 Presidential Primary,1,Alameda,010003000000,President American Independent,39,J.R. Myers,N,N,5,American Independent,284
03/03/2020,2020 Presidential Primary,1,Alameda,010004000000,President Green,27,Howie Hawkins,N,N,6,Green,555
03/03/2020,2020 Presidential Primary,1,Alameda,010004000000,President Green,30,Dario Hunter,N,N,6,Green,138
03/03/2020,2020 Presidential Primary,1,Alameda,010004000000,President Green,35,Dennis Lambert,N,N,6,Green,91
03/03/2020,2020 Presidential Primary,1,Alameda,010004000000,President Green,38,Sedinam Moyowasifza-Curry,N,N,6,Green,149
03/03/2020,2020 Presidential Primary,1,Alameda,010004000000,President Green,43,David Rolde,N,N,6,Green,34
03/03/2020,2020 Presidential Primary,1,Alameda,010004000000,President Green,284,Kent Mesplay,N,Y,6,Green,0
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,3,Max Abramson,N,N,7,Libertarian,56
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,5,Ken Armstrong,N,N,7,Libertarian,104
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,6,Dan Behrman,N,N,7,Libertarian,56
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,20,Keenan Wallace Dunham,N,N,7,Libertarian,17
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,22,Souraya Faas,N,N,7,Libertarian,37
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,24,Erik Chase Gerhardt,N,N,7,Libertarian,25
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,29,Jacob Hornberger,N,N,7,Libertarian,201
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,31,Jo Jorgensen,N,N,7,Libertarian,119
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,33,Adam Kokesh,N,N,7,Libertarian,66
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,41,Steven A Richey,N,N,7,Libertarian,41
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,42,Sam Robb,N,N,7,Libertarian,77
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,44,Kim Ruff,N,N,7,Libertarian,83
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,57,Vermin Supreme,N,N,7,Libertarian,104
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,62,Geby Eva Espínosa,N,Y,7,Libertarian,0
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,281,James Orlando Ogle,N,Y,7,Libertarian,0
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,287,Nicholas D'Artagnan Dumas,N,Y,7,Libertarian,0
03/03/2020,2020 Presidential Primary,1,Alameda,010005000000,President Libertarian,291,Sorinne Ardeleanu,N,Y,7,Libertarian,0
03/03/2020,2020 Presidential Primary,1,Alameda,010008000000,President P and F,36,Gloria La Riva,N,N,9,Peace and Freedom,198
03/03/2020,2020 Presidential Primary,1,Alameda,010008000000,President P and F,55,Howie Hawkins,N,N,9,Peace and Freedom,94
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,7,Michael Bennet,N,N,1,Democratic,1
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,8,Joseph R. Biden,N,N,1,Democratic,74
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,10,Michael R. Bloomberg,N,N,1,Democratic,17
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,11,Cory Booker,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,12,Mosie Boyd,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,13,Pete Buttigieg,N,N,1,Democratic,33
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,14,Julián Castro,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,18,"Roque ""Rocky"" De La Fuente III",N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,19,John K. Delaney,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,21,Michael A. Ellinger,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,23,Tulsi Gabbard,N,N,1,Democratic,3
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,25,Mark Stewart Greenstein,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,32,Amy Klobuchar,N,N,1,Democratic,18
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,40,Deval Patrick,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,45,Bernie Sanders,N,N,1,Democratic,92
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,46,Joe Sestak,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,47,Tom Steyer,N,N,1,Democratic,15
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,50,Elizabeth Warren,N,N,1,Democratic,50
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,52,Marianne Williamson,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,53,Andrew Yang,N,N,1,Democratic,3
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,61,Heather Marie Stagg,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,63,Robert Jordan,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,283,Jeffrey H. Drobman,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,285,Michael Dename,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,286,Daphne Denise Bradford,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,288,Willie Felix Carter,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001000000,President Democratic,289,Nakia L. Anthony,N,Y,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,7,Michael Bennet,N,N,1,Democratic,1
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,8,Joseph R. Biden,N,N,1,Democratic,74
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,10,Michael R. Bloomberg,N,N,1,Democratic,17
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,11,Cory Booker,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,12,Mosie Boyd,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,13,Pete Buttigieg,N,N,1,Democratic,33
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,14,Julián Castro,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,18,"Roque ""Rocky"" De La Fuente III",N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,19,John K. Delaney,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,21,Michael A. Ellinger,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,23,Tulsi Gabbard,N,N,1,Democratic,3
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,25,Mark Stewart Greenstein,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,32,Amy Klobuchar,N,N,1,Democratic,18
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,40,Deval Patrick,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,45,Bernie Sanders,N,N,1,Democratic,92
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,46,Joe Sestak,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,47,Tom Steyer,N,N,1,Democratic,15
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,50,Elizabeth Warren,N,N,1,Democratic,50
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,52,Marianne Williamson,N,N,1,Democratic,0
03/03/2020,2020 Presidential Primary,2,Alpine,010001040000,President - Democratic CD-04,53,Andrew Yang,N,N,1,Democratic,3
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,4,Robert Ardini,N,N,3,Republican,1
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,17,"Roque ""Rocky"" De La Fuente",N,N,3,Republican,2
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,26,Zoltan G. Istvan,N,N,3,Republican,0
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,37,Matthew John Matern,N,N,3,Republican,1
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,48,Donald J. Trump,Y,N,3,Republican,109
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,49,Joe Walsh,N,N,3,Republican,2
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,51,Bill Weld,N,N,3,Republican,3
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,59,Denis C. Grasska,N,Y,3,Republican,0
03/03/2020,2020 Presidential Primary,2,Alpine,010002000000,President Republican,64,Robert Lee Manning Jr.,N,Y,3,Republican,0
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,4,Robert Ardini,N,N,3,Republican,1
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,17,"Roque ""Rocky"" De La Fuente",N,N,3,Republican,2
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,26,Zoltan G. Istvan,N,N,3,Republican,0
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,37,Matthew John Matern,N,N,3,Republican,1
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,48,Donald J. Trump,Y,N,3,Republican,109
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,49,Joe Walsh,N,N,3,Republican,2
03/03/2020,2020 Presidential Primary,2,Alpine,010002040000,President - Republican CD-04,51,Bill Weld,N,N,3,Republican,3
03/03/2020,2020 Presidential Primary,2,Alpine,010003000000,President American Independent,9,Don Blankenship,N,N,5,American Independent,0
03/03/2020,2020 Presidential Primary,2,Alpine,010003000000,President American Independent,15,Phil Collins,N,N,5,American Independent,0
03/03/2020,2020 Presidential Primary,2,Alpine,010003000000,President American Independent,16,"Roque ""Rocky"" De La Fuente",N,N,5,American Independent,0
03/03/2020,2020 Presidential Primary,2,Alpine,010003000000,President American Independent,34,Charles Kraut,N,N,5,American Independent,1
03/03/2020,2020 Presidential Primary,2,Alpine,010003000000,President American Independent,39,J.R. Myers,N,N,5,American Independent,1
03/03/2020,2020 Presidential Primary,2,Alpine,010004000000,President Green,27,Howie Hawkins,N,N,6,Green,1
