31650,Total,765,526,68.76 %,,,85,323,,15,,
31690,Vote by Mail,435,113,25.98 %,,,21,62,,,,
31690,Polling Place,435,195,44.83 %,,,39,102,,4,,
31690,Total,435,308,70.80 %,,,60,164,,4,,
31710,Vote by Mail,1222,549,44.93 %,,,185,274,,11,,
31710,Polling Place,1222,356,29.13 %,,,123,162,,7,,
31710,Total,1222,905,74.06 %,,,308,436,,18,,
51010,Vote by Mail,1533,496,32.35 %,,,182,224,,13,,
51010,Polling Place,1533,296,19.31 %,,,82,124,,11,,
51010,Total,1533,792,51.66 %,,,264,348,,24,,
51080,Vote by Mail,1632,730,44.73 %,,,214,360,,15,,
51080,Polling Place,1632,368,22.55 %,,,102,185,,5,,
51080,Total,1632,1098,67.28 %,,,316,545,,20,,
51090,Vote by Mail,1708,739,43.27 %,,,258,358,,6,,
51090,Polling Place,1708,437,25.59 %,,,145,209,,7,,
51090,Total,1708,1176,68.85 %,,,403,567,,13,,
51620,Vote by Mail,221,178,80.54 %,,,60,88,,2,,
51620,Polling Place,221,8,3.62 %,,,3,4,,,,
51620,Total,221,186,84.16 %,,,63,92,,2,,
,,,,,,,,,,,,
Total - Vote by Mail,,39136,16967,43.35 %,,,6290,7574,,252,,
Total - Polling Place,,39136,10376,26.51 %,,,3282,4771,,209,,
Contest Total,,39136,27343,69.87 %,,,9572,12345,,461,,
