20253,Vote by Mail,16,13,81.25 %,,,12,1,,,,
20253,Polling Place,16,1,6.25 %,,,1,,,,,
20253,Total,16,14,87.50 %,,,13,1,,,,
20260,Vote by Mail,1315,589,44.79 %,,,427,115,,1,,
20260,Polling Place,1315,282,21.44 %,,,176,76,,3,,
20260,Total,1315,871,66.24 %,,,603,191,,4,,
20280,Vote by Mail,1684,777,46.14 %,,,477,239,,2,,
20280,Polling Place,1684,322,19.12 %,,,189,104,,2,,
20280,Total,1684,1099,65.26 %,,,666,343,,4,,
20300,Vote by Mail,1352,613,45.34 %,,,398,167,,4,,
20300,Polling Place,1352,281,20.78 %,,,172,75,,5,,
20300,Total,1352,894,66.12 %,,,570,242,,9,,
20320,Vote by Mail,1553,808,52.03 %,,,584,179,,3,,
20320,Polling Place,1553,310,19.96 %,,,199,88,,1,,
20320,Total,1553,1118,71.99 %,,,783,267,,4,,
20330,Vote by Mail,1370,630,45.99 %,,,432,133,,6,,
20330,Polling Place,1370,270,19.71 %,,,177,70,,1,,
20330,Total,1370,900,65.69 %,,,609,203,,7,,
20341,Vote by Mail,639,295,46.17 %,,,183,93,,2,,
20341,Polling Place,639,128,20.03 %,,,80,37,,,,
20341,Total,639,423,66.20 %,,,263,130,,2,,
20351,Vote by Mail,1234,523,42.38 %,,,383,112,,1,,
20351,Polling Place,1234,345,27.96 %,,,211,105,,1,,
20351,Total,1234,868,70.34 %,,,594,217,,2,,
20354,Vote by Mail,1198,607,50.67 %,,,408,157,,2,,
20354,Polling Place,1198,202,16.86 %,,,140,49,,2,,
20354,Total,1198,809,67.53 %,,,548,206,,4,,
20402,Vote by Mail,950,444,46.74 %,,,289,114,,1,,
20402,Polling Place,950,183,19.26 %,,,111,60,,1,,
20402,Total,950,627,66.00 %,,,400,174,,2,,
20520,Vote by Mail,1297,702,54.12 %,,,519,138,,6,,
20520,Polling Place,1297,222,17.12 %,,,145,63,,2,,
20520,Total,1297,924,71.24 %,,,664,201,,8,,
20551,Vote by Mail,1199,561,46.79 %,,,371,156,,1,,
20551,Polling Place,1199,299,24.94 %,,,183,99,,,,
20551,Total,1199,860,71.73 %,,,554,255,,1,,
20591,Vote by Mail,0,0,,,,,,,,,
20591,Polling Place,0,0,,,,,,,,,
20591,Total,0,0,,,,,,,,,
20622,Vote by Mail,0,0,,,,,,,,,
20622,Polling Place,0,0,,,,,,,,,
20622,Total,0,0,,,,,,,,,
22010,Vote by Mail,1274,635,49.84 %,,,452,125,,2,,
22010,Polling Place,1274,216,16.95 %,,,124,63,,2,,
22010,Total,1274,851,66.80 %,,,576,188,,4,,
22040,Vote by Mail,1025,501,48.88 %,,,330,121,,2,,
22040,Polling Place,1025,208,20.29 %,,,136,45,,,,
22040,Total,1025,709,69.17 %,,,466,166,,2,,
22050,Vote by Mail,1809,844,46.66 %,,,538,208,,3,,
22050,Polling Place,1809,317,17.52 %,,,203,67,,1,,
22050,Total,1809,1161,64.18 %,,,741,275,,4,,
23190,Vote by Mail,0,0,,,,,,,,,
23190,Polling Place,0,0,,,,,,,,,
23190,Total,0,0,,,,,,,,,
23311,Vote by Mail,2057,719,34.95 %,,,466,197,,4,,
23311,Polling Place,2057,172,8.36 %,,,110,44,,2,,
23311,Total,2057,891,43.32 %,,,576,241,,6,,
23312,Vote by Mail,1407,410,29.14 %,,,255,130,,2,,
23312,Polling Place,1407,156,11.09 %,,,87,49,,2,,
23312,Total,1407,566,40.23 %,,,342,179,,4,,
23492,Vote by Mail,0,0,,,,,,,,,
23492,Polling Place,0,0,,,,,,,,,
23492,Total,0,0,,,,,,,,,
23660,Vote by Mail,1,0,0.00 %,,,,,,,,
23660,Polling Place,1,0,0.00 %,,,,,,,,
23660,Total,1,0,0.00 %,,,,,,,,
,,,,,,,,,,,,
Total - Vote by Mail,,35110,15635,44.53 %,,,10297,4135,,71,,
Total - Polling Place,,35110,6451,18.37 %,,,3881,1981,,35,,
Contest Total,,35110,22086,62.91 %,,,14178,6116,,106,,
